,Year,Player,Place,r1,r2,r3,r4,Tot,TP,Money,1,2,3,4,Hit,Rank,Yards,Rank.1,Hit.1,Rank.2,Avg,Tot.1,Rank.3,p3s,p4s,p5s,Egls,Brds,Pars,Bgys,Otrs
174,2016,Matt Jones,39,69,73,75,71,288,4,37091,22,27,43,39,38,15,286.3,35,40,58,28.0,112,15,0,8,-4,1,11,46,11,0
175,2016,Rafael Cabrera-Bello,39,68,71,75,74,288,4,37091,12,11,25,39,38,15,290.6,26,47,16,30.5,122,66,2,5,-3,1,11,44,15,0
176,2016,Webb Simpson,39,70,72,71,75,288,4,37091,35,27,18,39,30,68,269.8,69,43,40,28.8,115,27,-1,6,-1,0,13,43,15,0
177,2016,Luke Donald,43,73,72,72,72,289,5,31322,94,58,43,43,35,36,276.9,56,39,60,29.3,117,37,-2,10,-3,0,13,42,16,0
178,2016,Adam Scott,43,69,73,76,71,289,5,31322,22,27,50,43,33,52,300.4,8,50,7,31.3,125,79,0,8,-3,0,10,50,9,0
179,2016,Jim Herman,43,70,70,72,77,289,5,31322,35,15,13,43,39,11,271.0,67,47,16,30.3,121,59,1,6,-2,0,10,49,11,0
180,2015,Zach Johnson,1,66,71,70,66,273,-15,1794690,2,4,6,1,55,3,289.9,60,55,40,28.8,115,2,1,-12,-4,0,22,43,7,0
181,2015,Louis Oosthuizen,2,67,70,67,69,273,-15,837262,8,4,1,1,49,23,315.9,2,63,2,30.8,123,35,0,-11,-4,0,22,43,7,0
182,2015,Marc Leishman,2,70,73,64,66,273,-15,837262,24,50,6,1,51,13,305.9,16,52,67,28.0,112,1,-3,-10,-2,0,21,46,4,0
183,2015,Jason Day,4,66,71,67,70,274,-14,460377,2,4,1,4,39,79,316.9,1,58,19,29.5,118,7,-1,-9,-4,0,17,52,3,0
184,2015,Jordan Spieth,4,67,72,66,69,274,-14,460377,8,14,4,4,49,23,287.5,63,60,7,30.5,122,26,2,-14,-2,0,24,39,8,0
185,2015,Sergio Garcia,6,70,69,68,70,277,-11,305878,24,14,6,6,43,68,294.1,44,59,13,30.8,123,35,0,-8,-3,0,18,47,7,0
186,2015,Justin Rose,6,71,68,68,70,277,-11,305878,41,14,6,6,46,45,314.1,3,52,67,29.0,116,4,2,-8,-5,0,18,47,7,0
187,2015,Danny Willett,6,66,69,72,70,277,-11,305878,2,2,6,6,45,56,303.6,17,58,19,30.8,123,35,1,-10,-2,1,18,44,9,0
188,2015,Jordan Niebrugge,6,67,73,67,70,277,-11,0,8,21,6,6,48,29,295.0,38,59,13,30.5,122,26,-2,-2,-7,0,20,44,7,0
189,2015,Adam Scott,10,70,67,70,71,278,-10,216143,24,4,6,10,50,18,313.0,6,61,5,32.3,129,73,-2,-5,-3,0,19,45,7,0
190,2015,Brooks Koepka,10,71,70,69,68,278,-10,216143,41,25,26,10,41,75,313.8,4,64,1,31.5,126,56,1,-7,-4,0,17,50,4,0
191,2015,Anthony Wall,12,70,71,68,70,279,-9,162107,24,25,18,12,53,8,283.9,72,57,26,30.3,121,19,-2,-4,-3,0,17,47,8,0
192,2015,Luke Donald,12,68,70,73,68,279,-9,162107,13,10,33,12,45,56,281.6,76,54,50,29.3,117,6,-4,-2,-3,0,16,50,5,0
193,2015,Martin Kaymer,12,71,70,70,68,279,-9,162107,41,25,33,12,50,18,294.6,40,58,19,30.8,123,35,1,-6,-4,0,16,49,7,0
194,2015,Brendon Todd,12,71,73,69,66,279,-9,162107,41,61,57,12,46,45,278.6,79,59,13,30.0,120,16,-2,-7,0,0,19,44,8,0
195,2015,Ollie Schniederjans,12,70,72,70,67,279,-9,0,24,39,45,12,45,56,308.6,13,56,31,30.5,122,26,0,-4,-5,0,23,37,10,0
196,2015,Ashley Chesters,12,71,72,67,69,279,-9,0,41,50,26,12,46,45,293.3,45,55,40,30.3,121,19,-1,-5,-3,2,15,47,6,0
197,2015,Hideki Matsuyama,18,72,66,71,71,280,-8,129140,64,10,18,18,50,18,286.5,67,56,31,30.0,120,16,1,-8,-1,0,18,44,10,0
198,2015,Robert Streb,18,66,71,70,73,280,-8,129140,2,4,6,18,45,56,302.4,19,60,7,31.5,126,56,1,-7,-2,0,15,50,7,0
199,2015,Phil Mickelson,20,70,72,70,69,281,-7,95938,24,39,45,20,45,56,299.4,30,53,59,29.8,119,10,3,-6,-4,0,19,44,7,0
200,2015,Retief Goosen,20,66,72,69,74,281,-7,95938,2,10,6,20,48,29,295.6,36,49,78,29.5,118,7,0,-3,-4,1,13,50,8,0
201,2015,Stewart Cink,20,70,71,68,72,281,-7,95938,24,25,18,20,43,68,294.6,40,57,26,30.8,123,35,1,-5,-3,0,16,47,9,0
202,2015,Greg Owen,20,68,73,71,69,281,-7,95938,13,25,45,20,41,75,302.3,21,54,50,29.8,119,10,0,-4,-3,1,13,51,6,0
203,2015,Padraig Harrington,20,72,69,65,75,281,-7,95938,64,25,5,20,39,79,290.3,58,51,73,28.8,115,2,1,-5,-3,0,19,43,8,0
204,2015,Marcus Fraser,20,74,69,68,70,281,-7,95938,109,50,33,20,51,13,284.0,71,56,31,30.8,123,35,1,-4,-4,0,18,43,11,0
205,2015,James Morrison,20,71,71,70,69,281,-7,95938,41,39,45,20,48,29,285.5,70,58,19,30.5,122,26,-1,-3,-3,0,15,49,8,0
206,2015,Branden Grace,20,69,72,73,67,281,-7,95938,18,25,64,20,44,63,310.8,8,56,31,31.0,124,48,-1,-3,-3,0,15,50,6,0
207,2015,Russell Henley,20,74,66,72,69,281,-7,95938,109,21,45,20,47,38,306.0,15,57,26,30.8,123,35,-1,-3,-3,0,17,47,6,0
208,2015,Patrick Reed,20,72,70,67,72,281,-7,95938,64,39,18,20,46,45,294.5,43,57,26,30.5,122,26,0,-6,-1,0,15,49,8,0
209,2015,Jim Furyk,30,73,71,66,72,282,-6,63075,87,61,26,30,49,23,292.1,50,54,50,30.3,121,19,-2,-2,-2,0,17,45,9,0
210,2015,Ryan Palmer,30,71,71,67,73,282,-6,63075,41,39,18,30,46,45,301.3,24,55,40,30.5,122,26,2,-4,-4,0,15,49,7,0
211,2015,Steven Bowditch,30,70,69,69,74,282,-6,63075,24,14,15,30,46,45,308.8,12,52,67,30.8,123,35,0,-3,-3,0,17,44,11,0
212,2015,Jimmy Walker,30,72,68,71,71,282,-6,63075,64,21,33,30,44,63,309.5,11,59,13,31.8,127,61,0,-2,-4,1,15,45,11,0
213,2015,Matt Jones,30,68,73,69,72,282,-6,63075,13,25,26,30,54,6,306.1,14,53,59,30.3,121,19,-1,-3,-2,1,15,46,9,0
214,2015,Billy Horschel,30,73,71,71,67,282,-6,63075,87,61,70,30,46,45,298.9,32,60,7,32.0,128,69,-1,-2,-3,0,18,42,12,0
215,2015,Anirban Lahiri,30,69,70,71,72,282,-6,63075,18,14,26,30,45,56,292.4,49,54,50,30.3,121,19,-1,-3,-2,0,16,46,10,0
216,2015,Rickie Fowler,30,72,71,66,73,282,-6,63075,64,50,18,30,53,8,299.9,28,62,3,33.3,133,78,0,-3,-3,1,12,51,8,0
217,2015,Andy Sullivan,30,72,71,68,71,282,-6,63075,64,50,33,30,47,38,288.5,62,51,73,29.5,118,7,1,-6,-1,1,20,38,10,0
218,2015,Paul Dunne,30,69,69,66,78,282,-6,0,18,10,1,30,48,29,292.9,46,55,40,30.3,121,19,1,-4,-3,0,16,47,8,0
219,2015,Paul Lawrie,40,66,70,74,73,283,-5,43480,2,3,26,40,48,29,310.6,9,54,50,29.8,119,10,-1,-2,-2,0,14,50,7,0
220,2015,John Senden,40,72,72,68,71,283,-5,43480,64,61,45,40,51,13,302.6,18,55,40,31.0,124,48,-2,1,-4,0,16,45,11,0
221,2015,Henrik Stenson,40,73,70,71,69,283,-5,43480,87,50,64,40,50,18,301.0,25,59,13,32.8,131,76,1,-2,-4,0,15,47,10,0
222,2015,Geoff Ogilvy,40,71,68,72,72,283,-5,43480,41,14,33,40,44,63,302.1,22,55,40,31.0,124,48,-1,-5,1,0,19,40,12,0
223,2015,Francesco Molinari,40,72,71,73,67,283,-5,43480,64,50,74,40,54,6,291.1,55,53,59,30.3,121,19,0,-1,-4,0,16,45,11,0
224,2015,Marc Warren,40,68,69,72,74,283,-5,43480,13,4,18,40,44,63,299.1,31,57,26,31.3,125,54,1,-3,-3,0,14,49,9,0
225,2014,Rory McIlroy,1,66,66,68,71,271,-17,1665788,1,1,1,1,37,20,327.8,1,49,25,27.5,110,4,-2,-3,-12,2,20,43,7,0
226,2014,Sergio Garcia,2,68,70,69,66,273,-15,785910,3,3,3,2,38,16,294.0,11,51,12,27.5,110,4,-1,-4,-10,2,18,45,7,0
227,2014,Rickie Fowler,2,69,69,68,67,273,-15,785910,10,3,2,2,36,28,281.6,36,51,12,28.0,112,12,-1,-4,-10,0,23,41,8,0
228,2014,Jim Furyk,4,68,71,71,65,275,-13,478380,3,9,7,4,43,2,285.9,26,48,32,27.0,108,2,-5,1,-9,1,16,50,5,0
229,2014,Adam Scott,5,68,73,69,66,276,-12,359639,3,15,7,5,40,5,315.4,3,57,1,29.5,118,41,-3,0,-9,1,20,43,6,0
230,2014,Marc Leishman,5,69,72,70,65,276,-12,359639,10,15,12,5,33,47,286.9,22,52,9,28.3,113,15,-1,0,-11,0,20,45,6,0
231,2014,Edoardo Molinari,7,68,73,68,68,277,-11,263536,3,15,6,7,33,47,271.4,62,48,32,27.8,111,8,-1,-5,-5,0,19,45,8,0
232,2014,Charl Schwartzel,7,71,67,72,67,277,-11,263536,33,3,7,7,35,36,287.6,21,50,16,28.8,115,24,0,0,-11,0,22,41,7,0
233,2014,Graeme McDowell,9,74,69,68,67,278,-10,192492,84,24,12,9,39,9,274.4,52,48,32,28.3,113,15,2,-3,-9,1,20,41,8,0
234,2014,Victor Dubuisson,9,74,66,68,70,278,-10,192492,84,12,5,9,34,43,279.6,40,49,25,29.0,116,29,3,-1,-12,1,19,41,11,0
235,2014,Shane Lowry,9,68,75,70,65,278,-10,192492,3,24,23,9,36,28,272.6,56,52,9,28.8,115,24,-2,1,-9,0,21,42,7,0
236,2014,Robert Karlsson,12,69,71,70,69,279,-9,144654,10,12,7,12,36,28,280.4,39,50,16,28.3,113,15,1,-1,-9,2,14,49,5,0
237,2014,Ryan Moore,12,70,68,73,68,279,-9,144654,19,3,12,12,40,5,270.0,66,55,2,30.0,120,55,-3,1,-7,1,15,49,6,0
238,2014,Dustin Johnson,12,71,65,71,72,279,-9,144654,33,2,3,12,32,53,310.3,4,50,16,28.5,114,20,-2,-4,-3,0,17,48,6,0
239,2014,Stephen Gallacher,15,70,72,70,68,280,-8,117318,19,19,19,15,31,56,278.6,43,44,56,27.5,110,4,3,-3,-8,0,17,46,9,0
240,2014,David Howell,15,72,70,70,68,280,-8,117318,49,19,19,15,38,16,252.4,72,54,3,29.8,119,46,1,-1,-8,0,18,45,8,0
241,2014,Francesco Molinari,15,68,70,75,67,280,-8,117318,3,3,23,15,40,5,275.3,49,46,46,27.8,111,8,-1,5,-12,2,15,45,9,0
242,2014,George Coetzee,18,70,69,74,68,281,-7,105073,19,9,23,18,30,59,271.3,63,47,40,28.5,114,20,-5,2,-4,0,17,45,10,0
243,2014,Angel Cabrera,19,76,69,70,67,282,-6,93968,124,43,34,19,33,47,304.1,5,49,25,29.3,117,36,0,5,-11,1,16,44,10,0
244,2014,Chris Kirk,19,71,74,68,69,282,-6,93968,33,43,23,19,34,43,279.0,41,49,25,28.8,115,24,3,-2,-7,0,14,51,6,0
245,2014,Keegan Bradley,19,73,71,69,69,282,-6,93968,66,31,23,19,36,28,301.9,6,50,16,30.0,120,55,-1,2,-7,0,17,45,9,0
246,2014,Matteo Manassero,19,67,75,68,72,282,-6,93968,2,19,7,19,30,59,273.3,55,43,59,26.8,107,1,1,3,-10,0,20,40,10,0
247,2014,Phil Mickelson,23,74,70,71,68,283,-5,78876,84,31,34,23,36,28,284.5,30,53,6,29.5,118,41,0,3,-8,1,13,48,10,0
248,2014,Chris Wood,23,75,70,73,65,283,-5,78876,105,43,52,23,36,28,278.9,42,46,46,27.8,111,8,-1,0,-4,0,17,44,10,0
249,2014,Justin Rose,23,72,70,69,72,283,-5,78876,49,19,12,23,38,16,299.0,8,50,16,29.8,119,46,3,1,-9,1,13,49,8,0
250,2014,Thomas Bjorn,26,70,71,76,67,284,-4,65350,19,15,45,26,35,36,283.8,33,51,12,29.8,119,46,0,2,-6,0,14,49,8,0
251,2014,Darren Clarke,26,72,72,67,73,284,-4,65350,49,31,12,26,35,36,296.8,10,46,46,29.3,117,36,0,1,-5,0,17,43,11,0
252,2014,Jimmy Walker,26,69,71,71,73,284,-4,65350,10,12,12,26,35,36,271.5,61,49,25,29.0,116,29,-2,5,-7,0,19,41,10,0
253,2014,Brian Harman,26,72,73,68,71,284,-4,65350,49,43,23,26,34,43,293.6,12,43,59,28.0,112,12,2,5,-11,3,15,39,14,0
254,2014,Ben Martin,26,71,73,70,70,284,-4,65350,33,31,31,26,40,5,292.1,14,48,32,29.0,116,29,-2,5,-7,0,15,47,9,0
255,2014,Byeong Hun An,26,72,71,69,72,284,-4,65350,49,24,19,26,39,9,280.5,38,53,6,30.8,123,61,2,4,-10,0,14,49,8,0
256,2014,Hunter Mahan,32,71,73,72,69,285,-3,52964,33,31,38,32,37,20,298.0,9,53,6,31.3,125,70,4,-2,-5,0,14,47,11,0
257,2014,D.A. Points,32,75,69,72,69,285,-3,52964,105,31,38,32,37,20,278.5,44,51,12,30.0,120,55,1,2,-6,0,13,49,10,0
258,2014,David Hearn,32,70,73,71,71,285,-3,52964,19,24,31,32,39,9,263.3,69,50,16,30.0,120,55,0,3,-6,0,13,49,10,0
259,2014,Kristoffer Broberg,32,70,73,70,72,285,-3,52964,19,24,23,32,41,3,288.9,20,54,3,31.0,124,67,-1,0,-2,0,12,51,9,0
260,2014,Louis Oosthuizen,36,70,68,76,72,286,-2,46271,19,3,31,36,29,62,283.0,35,50,16,30.8,123,61,1,2,-5,0,15,45,11,0
261,2014,Branden Grace,36,71,72,69,74,286,-2,46271,33,24,19,36,30,59,286.6,24,43,59,28.0,112,12,0,5,-7,0,19,36,17,0
262,2014,Jordan Spieth,36,71,75,67,73,286,-2,46271,33,56,23,36,32,53,277.1,47,45,53,29.0,116,29,2,2,-6,0,15,45,11,0
263,2014,Henrik Stenson,39,72,73,73,69,287,-1,36253,49,43,52,39,41,3,291.6,17,48,32,29.8,119,46,2,7,-10,0,18,40,11,0
264,2014,Thongchai Jaidee,39,72,72,72,71,287,-1,36253,49,31,38,39,37,20,277.6,46,44,56,28.3,113,15,-3,3,-1,0,15,44,12,0
265,2014,Marc Warren,39,71,68,72,76,287,-1,36253,33,9,12,39,31,56,270.9,65,42,64,27.5,110,4,3,1,-5,0,16,42,13,0
266,2014,Kevin Stadler,39,73,72,71,71,287,-1,36253,66,43,38,39,28,65,274.3,53,50,16,30.5,122,59,0,5,-6,1,17,39,12,0
267,2014,Koumei Oda,39,69,77,74,67,287,-1,36253,10,56,63,39,36,28,275.4,48,40,68,27.0,108,2,-2,6,-5,0,16,43,12,0
268,2014,Brendon Todd,39,73,73,74,67,287,-1,36253,66,56,63,39,39,9,286.6,24,47,40,29.0,116,29,0,5,-6,1,13,46,11,0
269,2014,Gary Woodland,39,75,69,72,71,287,-1,36253,105,31,38,39,33,47,285.6,28,48,32,30.8,123,61,1,6,-8,1,10,51,9,0
270,2013,Phil Mickelson,1,69,74,72,66,281,-3,1442826,9,11,9,1,34,37,275.0,63,46,27,29.3,117,7,2,-1,-4,0,16,45,9,0
271,2013,Henrik Stenson,2,70,70,74,70,284,0,832106,15,2,5,2,45,1,277.9,45,57,1,31.8,127,62,1,5,-6,0,13,47,11,0
272,2013,Lee Westwood,3,72,68,70,75,285,1,428776,27,2,1,3,30,67,278.0,43,41,69,27.5,110,1,5,2,-6,1,13,42,16,0
273,2013,Ian Poulter,3,72,71,75,67,285,1,428776,27,11,19,3,35,28,276.0,55,46,27,30.0,120,16,3,5,-7,1,11,46,14,0
274,2013,Adam Scott,3,71,72,70,72,285,1,428776,21,11,4,3,44,2,276.6,53,47,22,30.5,122,23,4,2,-5,0,13,45,14,0
275,2013,Tiger Woods,6,69,71,72,74,286,2,249377,9,2,2,6,42,5,270.1,76,50,5,30.8,123,29,2,3,-3,0,13,44,15,0
276,2013,Zach Johnson,6,66,75,73,72,286,2,249377,1,6,5,6,37,16,278.3,39,47,22,30.0,120,16,-2,6,-2,1,9,50,11,0
277,2013,Hideki Matsuyama,6,71,73,72,70,286,2,249377,21,20,11,6,35,28,274.3,68,55,2,32.3,129,73,0,7,-5,0,13,44,15,0
278,2013,Hunter Mahan,9,72,72,68,75,287,3,175582,27,20,2,9,35,28,283.4,29,43,51,29.8,119,11,4,5,-6,1,13,41,16,0
279,2013,Francesco Molinari,9,69,74,72,72,287,3,175582,9,11,9,9,44,2,273.5,70,48,13,30.8,123,29,1,5,-3,0,12,46,13,0
280,2013,Angel Cabrera,11,69,72,73,74,288,4,142756,9,6,5,11,37,16,278.3,39,49,9,31.3,125,46,3,7,-6,0,11,47,13,0
281,2013,Brandt Snedeker,11,68,79,69,72,288,4,142756,4,39,11,11,30,67,276.9,51,41,69,29.0,116,4,6,7,-9,1,16,39,11,0
282,2013,Justin Leonard,13,74,70,74,71,289,5,121381,59,20,19,13,34,37,276.1,54,46,27,30.8,123,29,3,4,-2,0,14,39,19,0
283,2013,Miguel A. Jimenez,13,68,71,77,73,289,5,121381,4,1,11,13,33,45,263.1,82,41,69,29.8,119,11,3,3,-1,0,10,48,13,0
284,2013,Matt Kuchar,15,74,73,72,71,290,6,95043,59,39,25,15,35,28,287.1,17,45,35,31.0,124,39,6,7,-7,0,10,47,14,0
285,2013,Eduardo De La Riva,15,73,73,75,69,290,6,95043,47,34,46,15,36,20,265.1,81,47,22,30.5,122,23,2,5,-1,1,6,51,14,0
286,2013,Charl Schwartzel,15,75,68,76,71,290,6,95043,77,11,25,15,36,20,285.4,20,40,75,29.0,116,4,6,4,-4,0,15,39,15,0
287,2013,Danny Willett,15,75,72,72,71,290,6,95043,77,39,25,15,27,76,287.5,16,47,22,29.8,119,11,-2,11,-3,0,12,45,12,0
288,2013,Keegan Bradley,15,75,74,70,71,290,6,95043,77,58,25,15,31,57,293.9,7,43,51,30.0,120,16,1,11,-6,1,8,49,12,0
289,2013,Harris English,15,74,71,75,70,290,6,95043,59,24,34,15,31,57,291.9,11,42,58,28.8,115,3,7,5,-6,0,16,38,15,0
290,2013,Darren Clarke,21,72,71,76,72,291,7,72218,27,11,25,21,34,37,275.3,59,48,13,30.3,121,21,0,8,-1,0,13,43,14,0
291,2013,Stephen Gallacher,21,76,70,76,69,291,7,72218,92,34,51,21,36,20,301.3,2,44,42,30.5,122,23,1,4,2,1,7,49,14,0
292,2013,Sergio Garcia,21,75,73,68,75,291,7,72218,77,49,11,21,36,20,278.8,38,46,27,31.3,125,46,2,4,1,0,11,43,18,0
293,2013,Richard Sterne,21,75,75,68,73,291,7,72218,77,70,19,21,34,37,283.6,28,48,13,31.3,125,46,1,5,1,0,10,45,17,0
294,2013,Rafael Cabrera-Bello,21,67,74,76,74,291,7,72218,2,6,18,21,22,83,293.4,9,39,79,29.5,118,9,2,10,-5,0,13,40,18,0
295,2013,Ernie Els,26,74,74,70,74,292,8,56873,59,49,19,26,29,73,274.4,67,42,58,30.5,122,23,6,8,-6,1,11,41,18,0
296,2013,Paul Lawrie,26,81,69,70,72,292,8,56873,149,70,34,26,31,57,296.6,5,43,51,29.8,119,11,4,9,-5,1,13,40,15,0
297,2013,Stewart Cink,26,72,75,76,69,292,8,56873,27,39,63,26,35,28,271.1,75,45,35,31.8,127,62,3,10,-5,1,10,43,16,0
298,2013,Jason Dufner,26,72,77,76,67,292,8,56873,27,58,74,26,35,28,292.6,10,46,27,31.3,125,46,7,6,-5,0,13,41,15,0
299,2013,Steven Tiley,26,72,75,73,72,292,8,56873,27,39,34,26,36,20,267.4,79,41,69,29.8,119,11,1,4,3,0,12,44,12,0
300,2013,Jonas Blixt,26,72,78,73,69,292,8,56873,27,70,63,26,28,75,284.9,21,45,35,30.5,122,23,3,8,-3,0,12,43,14,0
301,2013,Fred Couples,32,75,74,73,71,293,9,39251,77,58,51,32,24,81,283.8,26,37,84,29.3,117,7,2,12,-5,1,12,39,17,0
302,2013,Thongchai Jaidee,32,79,71,71,72,293,9,39251,134,70,46,32,37,16,289.8,13,44,42,30.8,123,29,6,5,-2,0,11,45,14,0
303,2013,Y.E. Yang,32,78,70,73,72,293,9,39251,119,49,46,32,35,28,277.9,45,44,42,29.0,116,4,-3,15,-3,0,12,44,13,0
304,2013,Jamie Donaldson,32,74,71,71,77,293,9,39251,59,24,11,32,35,28,263.0,83,48,13,31.5,126,56,7,3,-1,1,7,49,13,0
305,2013,Bubba Watson,32,70,73,77,73,293,9,39251,15,11,34,32,31,57,283.8,26,45,35,32.0,128,68,4,12,-7,1,11,41,16,0
306,2013,Ryan Moore,32,72,70,72,79,293,9,39251,27,10,5,32,40,6,274.5,65,50,5,32.0,128,68,4,10,-5,1,12,39,17,0
307,2013,Martin Kaymer,32,72,74,72,75,293,9,39251,27,34,19,32,34,37,261.6,84,45,35,31.8,127,62,2,8,-1,1,11,40,18,0
308,2013,Jason Day,32,73,71,72,77,293,9,39251,47,20,11,32,35,28,277.8,48,40,75,29.5,118,9,1,10,-2,0,10,47,12,0
309,2013,Oliver Fisher,32,70,78,77,68,293,9,39251,15,49,74,32,27,76,275.3,59,45,35,30.8,123,29,6,9,-6,0,17,34,18,0
310,2013,Dustin Johnson,32,68,72,76,77,293,9,39251,4,2,11,32,38,11,290.0,12,46,27,31.8,127,62,6,11,-8,2,10,39,19,0
311,2013,Shane Lowry,32,74,74,75,70,293,9,39251,59,49,63,32,39,9,287.6,15,46,27,31.0,124,39,4,6,-1,1,6,50,13,0
312,2013,Bud Cauley,32,74,75,71,73,293,9,39251,59,58,34,32,33,45,284.5,24,42,58,30.0,120,16,2,14,-7,1,13,38,17,0
313,2013,Shingo Katayama,44,73,77,69,75,294,10,24641,47,70,25,44,31,57,276.0,55,44,42,30.8,123,29,0,13,-3,0,11,43,15,0
314,2013,Freddie Jacobson,44,72,75,75,72,294,10,24641,27,39,51,44,33,45,293.5,8,42,58,31.3,125,46,5,10,-5,0,12,39,20,0
315,2012,Ernie Els,1,67,70,68,68,273,-7,1405890,6,10,5,1,35,43,298.1,13,57,1,30.5,122,71,2,-6,-3,0,16,47,9,0
316,2012,Adam Scott,2,64,67,68,75,274,-6,812292,1,2,1,2,39,17,321.4,1,49,11,30.0,120,58,0,0,-6,0,17,44,11,0
317,2012,Tiger Woods,3,67,67,70,73,277,-3,464725,6,3,4,3,46,2,276.4,74,46,26,28.3,113,9,-1,0,-2,0,15,47,9,0
318,2012,Brandt Snedeker,3,66,64,73,74,277,-3,464725,5,1,2,3,32,59,294.3,22,50,6,28.3,113,9,-1,-1,-1,0,16,45,9,0
319,2012,Luke Donald,5,70,68,71,69,278,-2,304610,37,11,14,5,45,3,290.8,35,54,2,29.8,119,50,0,-1,-1,0,11,53,7,0
320,2012,Graeme McDowell,5,67,69,67,75,278,-2,304610,6,5,2,5,38,22,284.5,58,44,39,27.8,111,6,1,-3,0,0,16,42,14,0
321,2012,Nicolas Colsaerts,7,65,77,72,65,279,-1,222599,2,51,54,7,31,66,297.3,16,50,6,29.0,116,28,-4,3,0,1,13,47,9,0
322,2012,Thomas Aiken,7,68,68,71,72,279,-1,222599,14,5,8,7,43,4,290.3,40,50,6,30.0,120,58,0,1,-2,0,13,47,12,0
323,2012,Mark Calcavecchia,9,71,68,69,72,280,0,124343,54,15,10,9,34,49,290.4,38,46,26,28.3,113,9,0,4,-4,0,15,43,13,0
324,2012,Vijay Singh,9,70,72,68,70,280,0,124343,37,51,18,9,26,83,291.4,31,46,26,29.5,118,42,1,3,-4,0,12,48,12,0
325,2012,Miguel A. Jimenez,9,71,69,73,67,280,0,124343,54,28,43,9,42,6,261.4,83,41,58,27.3,109,1,-3,6,-3,0,17,40,13,0
326,2012,Geoff Ogilvy,9,72,68,73,67,280,0,124343,80,28,43,9,40,11,292.5,28,42,51,28.0,112,7,-3,3,0,0,14,45,12,0
327,2012,Matt Kuchar,9,69,67,72,72,280,0,124343,22,5,10,9,39,17,287.0,54,46,26,28.5,114,16,-1,1,0,0,13,47,11,0
328,2012,Zach Johnson,9,65,74,66,75,280,0,124343,2,15,5,9,41,9,278.1,69,49,11,29.0,116,28,-1,4,-3,0,16,42,12,0
329,2012,Ian Poulter,9,71,69,73,67,280,0,124343,54,28,43,9,36,33,275.0,76,46,26,28.3,113,9,-2,2,0,1,9,54,5,0
330,2012,Alex Noren,9,71,71,69,69,280,0,124343,54,51,25,9,34,49,298.6,12,45,33,28.5,114,16,3,0,-3,0,11,51,9,0
331,2012,Dustin Johnson,9,73,68,68,71,280,0,124343,99,40,14,9,33,53,311.0,2,41,58,27.5,110,3,2,3,-5,0,14,44,14,0
332,2012,Thorbjorn Olesen,9,69,66,71,74,280,0,124343,22,4,7,9,37,28,291.0,33,48,16,28.8,115,22,-4,5,-1,0,16,43,10,0
333,2012,Steven Alker,19,69,69,72,71,281,1,79277,22,11,18,19,37,28,277.3,72,44,39,27.5,110,3,0,2,-1,0,13,46,12,0
334,2012,Hunter Mahan,19,70,71,70,70,281,1,79277,37,40,25,19,42,6,305.6,5,49,11,30.0,120,58,6,-4,-1,0,13,47,10,0
335,2012,Bill Haas,19,71,68,68,74,281,1,79277,54,15,8,19,37,28,292.1,30,47,21,30.0,120,58,5,-2,-2,0,11,50,10,0
336,2012,Louis Oosthuizen,19,72,68,68,73,281,1,79277,80,28,10,19,38,22,305.9,4,48,16,30.0,120,58,1,4,-4,0,12,48,11,0
337,2012,Steve Stricker,23,67,71,73,71,282,2,60044,6,11,25,23,31,66,279.8,64,49,11,30.3,121,69,-4,7,-1,1,12,45,12,0
338,2012,Peter Hanson,23,67,72,72,71,282,2,60044,6,15,25,23,33,53,288.4,46,47,21,29.3,117,36,-1,2,1,0,14,43,14,0
339,2012,Simon Dyson,23,72,67,73,70,282,2,60044,80,15,33,23,29,72,287.1,53,44,39,28.3,113,9,0,3,-1,0,8,55,8,0
340,2012,Carl Pettersson,23,71,68,73,70,282,2,60044,54,15,33,23,40,11,297.0,17,48,16,30.0,120,58,4,-1,-1,0,12,46,14,0
341,2012,Bubba Watson,23,67,73,68,74,282,2,60044,6,28,10,23,37,28,287.9,49,45,33,29.3,117,36,-5,5,2,0,15,43,12,0
342,2012,Nick Watney,23,71,70,69,72,282,2,60044,54,40,18,23,36,33,296.6,18,42,51,28.5,114,16,2,2,-2,0,10,50,12,0
343,2012,James Morrison,23,68,70,72,72,282,2,60044,14,11,18,23,40,11,282.8,60,53,3,31.5,126,80,-2,3,1,0,11,49,11,0
344,2012,Matthew Baldwin,23,69,73,69,71,282,2,60044,22,51,25,23,38,22,288.3,48,50,6,30.5,122,71,4,-1,-1,0,13,46,11,0
345,2012,Jason Dufner,31,70,66,73,74,283,3,47124,37,5,14,31,34,49,291.1,32,48,16,29.8,119,50,-1,4,0,0,12,51,3,0
346,2012,Anirban Lahiri,31,68,72,70,73,283,3,47124,14,28,18,31,32,59,284.5,58,41,58,28.8,115,22,0,3,0,1,5,56,10,0
347,2012,Rickie Fowler,31,71,72,70,70,283,3,47124,54,68,43,31,39,17,290.5,37,47,21,29.3,117,36,-2,5,0,0,16,41,12,0
348,2012,Jim Furyk,34,72,70,71,71,284,4,40615,80,51,43,34,40,11,279.8,64,46,26,29.8,119,50,1,2,1,0,8,53,10,0
349,2012,Paul Lawrie,34,65,71,76,72,284,4,40615,2,5,33,34,32,59,289.6,41,43,47,29.0,116,28,-2,5,1,0,12,48,9,0
